smiles,u0_atom
[H]OC1([H])C([H])=C([H])OC([H])([H])C1([H])[H],0.074772638
[H]C#CC([H])([H])N([H])C([H])([H])C([H])=O,-0.050221636
[H]C(=O)C1([H])C([H])([H])N([H])C([H])([H])C1([H])[H],0.959558025
[H]OS([O])([O])C(=C([H])[H])C([H])([H])[H],-0.154533082
[H]C(=O)N([H])C([H])=NC([H])=C([H])[H],0.875301296
[H]OC([H])([H])C([H])([H])C([H])([H])[C]([H])[N]N([H])[H],0.453434403
[H]C#C[C]([H])[N]OC([H])([H])[H],2.008863873
[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])[H],0.657346455
[H]C(=O)C([H])=C([H])C([H])([H])C#N,1.714099916
[H]C1=NOC([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.107155496
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])OC1([H])[H],-0.444631064
[H]C([H])([H])C([H])([H])C#CC1([H])OC1([H])[H],0.002450036
[H]C([H])=C([H])C([H])(C#N)N([H])C([H])([H])[H],0.123316718
[H]C(C#N)=C(C([H])([H])[H])C([H])([H])C([H])([H])[H],-0.537367305
[H]C#CC([H])([H])O[C]([H])[N]O[H],1.44221718
[H]C([H])=C([H])C([H])=C([H])C1([H])OC1([H])[H],-0.047843784
[H]C([H])([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])C1([H])[H],-1.321789377
[H]OC([H])([H])C([H])(C(=C([H])[H])C([H])([H])[H])N([H])[H],-0.804539201
[H][C]([H])[N]OC([H])([H])C([H])([H])C([H])([H])N([H])[H],-1.070140818
[H]OC1([H])C(=O)C([H])(C([H])([H])[H])C1([H])[H],0.103620922
[H]OC1([H])C([H])([H])C1([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.338524074
[H]OC([H])(C([H])([H])[H])C([H])([H])C(=C([H])[H])C([H])([H])[H],-1.381594606
[H]N([H])C([H])([H])C1([H])N([H])C1(C([H])([H])[H])C([H])([H])[H],-0.488015653
[H]N(C([H])([H])[H])C1([H])C([H])([H])C1([H])C#N,0.103306866
[H]C1C([H])=C(C([H])([H])[H])C([H])([H])C=1C([H])([H])[H],-1.110070791
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.041920647
[H]C([H])=C([H])C([H])([H])C1([H])N([H])C1([H])[H],0.3273185
[H]C#CC#CC([H])([H])C([H])([H])O[H],0.700596448
[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])=C([H])[H],-0.407078944
[H]C(=O)OC([H])(C([H])([H])[H])C([H])([H])[H],0.725362004
[H]N([H])C1([H])C2([H])OC([H])([H])C1([H])C2([H])[H],-0.133222141
[H]N=C(C#CC([H])([H])O[H])N([H])[H],-1.761378
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])N([H])C1([H])[H],-1.047708249
[H]OC([H])(C([H])([H])[H])C([H])([H])C#N,1.066247323
[H]N=C(N(C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H],-0.509595784
[H]OC12C([H])([H])OC([H])(C1([H])[H])C2([H])[H],0.179622466
[H]N1C([H])([H])C1([H])C1(N([H])C1([H])[H])C([H])([H])[H],-0.4885989
[H]N=C1N([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-0.042459967
[H]C(=O)OC([H])=C([H])C([H])([H])C([H])([H])[H],0.051577362
[H]C1=NN=C([H])C([H])([H])C1([H])[H],1.469809239
[H]OC([H])([H])C([H])([H])S(=O)(=O)C([H])([H])[H],1.453209138
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-1.628846382
[H]OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H],-0.001498096
[H]C1=NOC([H])([H])C([H])=C1C([H])([H])[H],0.513374227
[H]C([H])=C(C#N)C(=O)N([H])[H],0.783417493
[H][C]1C([H])=C([N]C([H])([H])[H])ON1[H],1.050185604
[H]OC([H])([H])C#CC([H])([H])C([H])([H])O[H],0.221167584
[H]C#CC1C([H])=NSC=1[H],-1.077678162
[H]C([H])([H])C#CC([H])([H])N1C([H])([H])C1([H])[H],-0.292986898
[H]C#CC([H])(C#C[H])C#C[H],1.199451918
[H]C1C(=O)N(N([H])C=1[H])C([H])([H])[H],0.895714933
[H]N1C([H])([H])C([H])([H])C([H])([H])C1([H])C([H])([H])[H],-0.415199534
[H]C([H])=C(C([H])([H])[H])C([H])([H])OC([H])([H])[H],0.001014351
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.411071941
[H]C1([H])C(=O)C(=O)C([H])([H])C1([H])[H],0.606648849
[H]C1=NN=C([H])C([H])([H])C1([H])[H],1.469809239
[H]N(C([H])([H])[H])C([H])([H])C1([H])OC([H])([H])C1([H])[H],-0.741099896
[H]C([H])=C1C([H])([H])C([H])=C([H])C1([H])[H],0.265225149
[H]C(=O)C([H])([H])OC([H])([H])C([H])([H])C([H])([H])[H],-0.480702635
[H]C1C(=C(N([H])C=1[H])C([H])([H])[H])N([H])[H],0.091013818
[H]C(=O)N([H])C([H])([H])C#CC([H])([H])[H],0.404307077
[H]C(=O)C1(N([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.161666639
[H]N=C([H])N([H])OC([H])(C([H])([H])[H])C([H])([H])[H],-0.119313949
[H][C]([H])[N]OC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-0.671469202
[H]C([H])=C(OC([H])([H])[H])C([H])([H])OC([H])([H])[H],-0.405149743
[H]C#CC([H])=C([H])C([H])([H])C#C[H],0.429072633
[H][C]([N]N(C([H])([H])[H])C([H])([H])[H])OC([H])([H])[H],-0.109488483
[H]OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],-1.426863531
[H]C([H])=C([H])C([H])([H])C([H])(N([H])[H])C([H])([H])N([H])[H],-1.09818153
[H]C([H])([H])OC([H])([H])C1([H])OC1([H])C([H])([H])[H],-0.402727025
[H]C([H])([H])C(=C(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],-2.268937306
[H][N][C]([H])N1C([H])([H])C([H])([H])C1([H])C([H])([H])[H],1.392057955
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-1.463652944
[H]OC([H])([H])C([H])(C([H])=C([H])[H])N([H])C([H])([H])[H],-0.756578369
[H]C(C([H])=C([H])C([H])([H])N([H])[H])=C([H])C([H])([H])[H],-1.684882939
[H]C#CC(=C([H])C#N)N([H])[H],1.350423107
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-2.019262813
[H]C#CC1=C([H])C([H])=C([H])C1([H])[H],0.237319033
[H]C([H])=C([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[H],-2.253458833
[H]C([H])=C([H])C1(N([H])[H])C([H])([H])C([H])([H])C1([H])[H],-0.996920913
[H]C([H])([H])C#CC#CC([H])([H])C([H])([H])[H],-0.283340893
[H]C([H])=C1C([H])=C([H])C(=C1[H])C([H])([H])[H],-0.477965862
[H][C]([N]N([H])[H])OC(=C([H])[H])C([H])([H])[H],0.475373456
[H][N][C]1N([H])OC([H])(C([H])([H])[H])C1([H])[H],0.433155361
[H]OC1SC([H])=C([H])C=1N([H])[H],1.014158898
[H]C1SC(=C(C=1[H])C([H])([H])[H])C([H])([H])[H],0.77754016
[H]N1N=C(OC([H])([H])[H])C([H])([H])C1([H])[H],0.412876318
[H]C#CC([H])=C([H])C1([H])C([H])([H])C1([H])[H],-0.261446706
[H]C#CC(N([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.403489733
[H]OC([H])([C]([H])[N]N([H])C([H])([H])[H])C([H])([H])[H],-0.144931943
[H]C(OC([H])([H])[H])=C([H])C([H])([H])N([H])[H],0.561649116
[H]C([H])=C([H])C([H])(N([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.670750421
[H]OC(=O)C([H])=C([H])C([H])([H])[H],1.330951637
[H]C1OS([O])([O])C([H])([H])C=1[H],-1.166511135
[H]C(=C([H])C([H])([H])C([H])(N([H])[H])C([H])([H])[H])C([H])([H])[H],0.097743589
[H]OS([O])([O])C([H])=C([H])C([H])([H])[H],0.7548384
[H]OC1([H])C([H])([H])C([H])([H])C1([H])N([H])[H],0.552541493
[H]OC1(C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.371634546
[H]OC1([H])C([H])(O[H])C1([H])C([H])([H])N([H])[H],0.154542854
[H]OC([H])(C([H])([H])[H])C([H])(N([H])C([H])([H])[H])C([H])([H])[H],-1.409052071
[H]C1C(=NN([H])C=1[H])OC([H])([H])[H],0.905405803
[H]C#CC1OC([H])([H])C([H])([H])C=1[H],0.54998418
[H]C1=NOC([H])([H])C([H])([H])C1([H])N([H])[H],0.470617751
[H]C#C[C]([H])[N]N([H])C([H])([H])[H],1.647385456
[H]C#CC([H])([H])C([H])([H])C(=O)C([H])([H])[H],-0.10832199
[H]C([H])=C([H])C([H])=C(C([H])([H])[H])C([H])([H])N([H])[H],-1.0608986
[H]N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.684120232
[H]C1=NN(C(=C1[H])C([H])([H])[H])C([H])([H])[H],-0.489227012
[H]N1C([H])([H])C12C([H])([H])C([H])([H])C([H])([H])C2([H])[H],-1.087548492
[H]ON=C(C([H])([H])[H])C1([H])OC1([H])[H],0.859463902
[H]C(=O)C([H])=C([H])C#CC([H])([H])[H],0.510054207
[H]N1C(=O)C([H])([H])C([H])([H])C1=O,1.059921339
[H]C#CC1([H])N([H])C([H])([H])C1([H])N([H])[H],0.301969697
[H]N([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])N([H])C1([H])[H],-1.0706792
[H]C1=NSC([H])=C1C([H])([H])C([H])([H])[H],1.015101066
[H]OC1=C([H])OC([H])=C1[H],1.978310714
[H]C#CC(=C([H])[H])C([H])(O[H])C([H])([H])[H],-0.034967489
[H]N1C([H])([H])C2([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],-1.040888748
[H]C(=O)C([H])(OC([H])([H])[H])C([H])=C([H])[H],0.176212715
[H]C#CC1([H])N([H])C([H])([H])C1([H])O[H],1.010794012
[H]C1=NN([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],-1.009348556
[H]N1C(=S)N2C([H])([H])C2([H])C1([H])[H],-0.04021671
[H]C([H])([H])C12OC1([H])C([H])([H])OC2([H])[H],0.141890885
[H]C([H])([H])C1([H])C([H])([H])C2([H])OC2([H])C1([H])[H],-0.766673025
[H]N(C([H])([H])[H])C1([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.651413546
[H][C]([N]N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.055380188
[H]C([H])([H])OC([H])([H])C([H])([H])C(=O)C([H])([H])[H],-0.519062328
[H]N([H])C(=O)C([H])([H])C([H])([H])C([H])([H])N([H])[H],0.583274112
[H]OC1([H])C([H])=NOC([H])([H])C1([H])[H],0.479904834
[H]OC([H])([H])C([H])([H])C(OC([H])([H])[H])=C([H])[H],-0.465089567
[H]C([H])=C([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.927335084
[H]C#CC([H])([H])C([H])(C([H])=C([H])[H])C([H])([H])[H],-0.906248469
[H]C#CC1([H])ON=C([H])C1([H])[H],1.232024008
[H]OC1(C([H])([H])[H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-1.362212867
[H]C(OC([H])([H])[H])=C([H])C([H])([H])OC([H])([H])[H],-0.406675158
[H]OC([H])([H])C1(OC([H])([H])C1([H])[H])C([H])([H])[H],-0.46284631
[H]C1C(N=O)=C([H])N([H])C=1[H],1.02133732
[H]N(C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-1.634409659
[H]C1=NN(C([H])([H])[H])C([H])(C([H])([H])[H])C1([H])[H],0.100525228
[H]C([H])=C(OC([H])([H])C([H])([H])[H])C([H])([H])[H],-0.045241606
[H]C([H])=C(OC([H])([H])OC([H])([H])[H])C([H])([H])[H],-0.439785629
[H]N1C([H])([H])C([H])([H])C1([H])C#CC([H])([H])[H],-0.984762461
[H]OC([H])([C]([H])[N]N([H])C([H])([H])[H])C([H])([H])[H],-0.144931943
[H]C([H])([H])C1([H])C([H])([H])OC1([H])[H],1.323369429
[H]C([H])([H])C12N(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],-1.074896523
[H]C(=C(C#N)C([H])([H])[H])C([H])([H])C([H])([H])[H],-1.681114268
[H]N([H])C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.326690388
[H]C([H])(C#N)C#CC#N,2.0227272
[H]C#CC1([H])N([H])C1([H])C([H])([H])[H],1.02142705
[H]N([H])C(=O)C1([H])C([H])([H])C1([H])[H],1.027080058
[H]C#CC([H])([H])C([H])([H])C([H])([H])N([H])[H],0.352891629
[H]OC([H])([H])C1C([H])=C([H])C([H])([H])C=1[H],-0.19302737
[H]OC([H])([H])C([H])([H])N([H])[N][C]([H])C([H])([H])[H],-0.165749367
[H][C]([N]OC([H])([H])C([H])([H])N([H])[H])C([H])([H])[H],-0.108860372
[H]C([H])=C1C([H])=C([H])OC1([H])[H],1.152657579
[H]OC(=O)C([H])=C(C([H])([H])[H])C([H])([H])[H],-0.001498096
[H]N1C2([H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C12[H],-0.873182863
[H]C#CC1([H])OC([H])([H])C([H])([H])C1([H])[H],-0.061662246
[H]OC([H])([H])C([H])(C(=O)N([H])[H])C([H])([H])[H],-0.073461778
[H]N1C([H])([H])C([H])(C([H])([H])C#N)C1([H])[H],0.120445349
[H]C([H])=C([H])C([H])([H])C([H])([H])OC([H])([H])[H],0.011153873
[H][C]([N]N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0.273076548
[H]N=C(OC([H])([H])C([H])([H])[H])N([H])C([H])([H])[H],-0.307523203
[H]C1=C([H])C2([H])OC([H])(C1([H])[H])C2([H])[H],-0.118685837
[H]C1=C([H])C2([H])N([H])C1([H])C2([H])[H],1.021830836
[H]C(=O)C(=O)C1([H])N([H])C1([H])[H],0.709434881
[H]N([H])C1([H])C([H])([H])C1([H])C([H])([H])C([H])([H])[H],-0.338390418
[H]OC1(C([H])([H])[H])C([H])(N([H])[H])C1([H])N([H])[H],-0.190245732
[H]ON1C(=O)C([H])([H])C([H])([H])C1([H])[H],1.082488503
[H]C([H])=C([H])C([H])([H])C#N,2.162212914
[H][C]([N]N([H])C([H])([H])C([H])=C([H])[H])C([H])([H])[H],-0.400304308
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C#N,-0.550826846
[H]C#CC([H])([H])C([H])([H])OC([H])=C([H])[H],-0.001767287
[H]C(=O)C([H])(C#N)C([H])([H])C([H])([H])[H],0.349571609
[H]C([H])=C(C([H])=C([H])C([H])([H])N([H])[H])C([H])([H])[H],-1.679588853
[H]N=C(N([H])C([H])([H])C([H])=O)C([H])([H])[H],0.285504192
[H]C([H])=C([H])C1([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],-0.967668843
[H]C1=NN([H])C([H])(C([H])([H])[H])C1([H])[H],0.812714428
[H]N1C2([H])C([H])([H])C3([H])N([H])C3([H])C12[H],0.199766913
[H]C([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],-2.244530671
[H]OC([H])([H])C([H])([H])C([H])([H])C1([H])N([H])C1([H])[H],1.190748081
[H]N1C([H])([H])C2([H])C([H])([H])C1([H])C2([H])C([H])([H])[H],-1.040888748
[H]OC([H])([H])C#CC1([H])OC1([H])[H],0.920794546
[H]N1C([H])([H])C([H])(C([H])([H])[H])S1(=O)=O,1.337636543
[H][C]([N]OC([H])=O)C([H])([H])C([H])([H])[H],0.729130676
[H]N=C(N([H])OC([H])([H])[H])C([H])([H])C([H])([H])[H],-0.111372819
[H]C1=C([H])C([H])([H])N([H])C(=S)N1[H],-0.037793993
[H]C(=C([H])C1([H])C([H])([H])C1([H])[H])C([H])([H])[H],-0.272842451
[H]C1=C([H])C2([H])C([H])=C([H])C1([H])C2([H])[H],1.048794784
[H]C1=NOC2([H])C([H])([H])C12[H],1.872384123
[H]OC1([H])C([H])=C([H])C([H])(C([H])([H])[H])C1([H])[H],-0.812973847
[H]N1C([H])([H])C([H])([H])C1([H])C(=O)C([H])([H])[H],-0.183112175
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.303887248
[H]N(C([H])([H])C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],-2.307386729
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])OC1([H])[H],-0.726608457
[H]C([H])=C(C([H])([H])[H])C1([H])C([H])([H])N([H])C1([H])[H],-1.660251979
[H]C([H])=C([H])C([H])=C([H])C1([H])N([H])C1([H])[H],0.335977472
[H]OC1([H])C([H])=C([H])OC([H])([H])C1([H])[H],0.074772638
[H][C]([H])C([H])=C([H])[N]N(C([H])([H])[H])C([H])([H])[H],-0.369078172
[H]C(=C([H])C([H])([H])C(=O)N([H])[H])C([H])([H])[H],-0.327039538
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])([H])C([H])([H])[H],-1.650336783
[H]C(=O)C([H])([H])C1([H])N(C([H])([H])[H])C1([H])[H],-0.144707617
[H]C#CC(O[H])(C([H])([H])[H])C([H])([H])N([H])[H],-0.07251961
[H]OC1(C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C1([H])[H],-1.359565824
[H]C1=C([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],-1.082389001
[H]N(C([H])([H])[H])C([H])(C#N)C([H])([H])C([H])([H])[H],-0.541719223
[H]N=C(C(=C([H])[H])C([H])=C([H])[H])N([H])[H],0.096756556
[H]O[N][C]([H])C([H])([H])C([H])([H])OC([H])([H])[H],0.216052958
[H]C([H])=C1C([H])=C(C([H])([H])[H])C([H])([H])C1([H])[H],-1.10657131
[H]C#CC(=O)N([H])C([H])([H])[H],1.767758621
[H]C([H])=C([H])C([H])([H])OC(=O)N([H])[H],0.937304916
[H]OC([H])([H])C1([H])C([H])([H])C1([H])OC([H])([H])[H],-0.404880552
[H]C1C(C#N)=C([H])C([H])([H])C=1[H],0.656179962
[H]C([H])=NN([H])C([H])=C([H])C#N,1.30434661
[H][C]([H])C([H])=C([H])[N]OC([H])=O,1.367292399
[H]OC([H])([H])C([H])([H])[C]([H])[N][N][C]([H])[H],0.228346006
[H]N([H])C([H])([H])C1(OC([H])([H])C1([H])[H])C([H])([H])[H],-0.778562287
[H]OC([H])([H])C1(OC1([H])[H])C([H])([H])[H],0.882793774
[H]OC1([H])C([H])=NOC([H])([H])C1([H])[H],0.479904834
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,-0.271317036
[H]C(=C([H])C([H])([H])C1([H])N([H])C1([H])[H])C([H])([H])[H],-1.582096908
[H]C([H])([H])OC([H])([H])C([H])(C#N)C([H])([H])[H],-0.214203716
[H]C#CC1([H])N([H])C1([H])[H],2.363074137
[H]C1=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])N1[H],-0.572406977
[H]C1=NN(C([H])([H])[H])C([H])([H])C1=C([H])[H],0.135878956
[H]C#CC1([H])N(C([H])([H])C([H])([H])[H])C1([H])[H],-0.281052771
[H]C(=O)C(=NN([H])C([H])([H])[H])C([H])([H])[H],0.418663921
[H]C1=C(OC([H])([H])[H])C([H])([H])OC1([H])[H],0.153062304
[H]C#CC(=C([H])[H])C([H])(O[H])C([H])([H])[H],-0.034967489
[H]N1C(=O)C([H])(C([H])([H])[H])C1([H])C([H])([H])[H],-0.310259976
[H]N([H])C([H])([H])C1([H])N([H])C([H])(C([H])([H])[H])C1([H])[H],0.534146786
[H]N1C([H])([H])C1([H])C([H])([H])N1C([H])([H])C1([H])[H],-0.36207921
[H]C#CC(C#C[H])=C([H])[H],1.763810489
[H]OC([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,-0.271317036
[H]C(=O)C([H])([H])C([H])=C([H])C#N,0.326376332
[H]C([H])([H])C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.400000024
[H]C([H])=C([H])C([H])([H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],-1.656931958
[H]C#CC([H])([H])N([H])[N][C]([H])[H],1.661876895
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H],-1.384824896
[H]C#CC1=NN=C([H])O1,2.263473531
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])=C1[H],-0.200026332
[H][C]([H])[N][N][C]([H])C(=O)C([H])([H])[H],1.021382185
[H]C(=O)C1=C([H])C([H])([H])OC1([H])[H],0.685611492
[H]C([H])([H])OC([H])(OC([H])([H])[H])C([H])([H])[H],0.263385678
[H]C([H])=C([H])OC([H])([H])[H],2.652902929
[H]N=C(C([H])=C([H])C([H])([H])[H])N([H])C([H])([H])[H],-0.542123009
[H]OC1([H])C(=O)C([H])([H])C1([H])[H],1.41969488
[H]C([H])([H])C([H])([H])C([H])([H])C1([H])OC1([H])C([H])([H])[H],-1.345253845
[H]C#CC1=N[N]O[C]1[H],2.367964437
[H]N1C(=O)N2C([H])([H])C2([H])C1([H])[H],1.206091958
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])C1([H])[H],-1.643113496
[H]C([H])([H])C12N(C([H])([H])C([H])([H])C1([H])[H])C2([H])[H],-1.074896523
[H]OC1([H])C([H])(C#N)C1([H])C([H])([H])[H],0.412921183
[H]C([H])([H])C(=O)N1C([H])([H])C([H])([H])C1([H])[H],-0.271361901
[H]N1C([H])([H])C(=O)C1([H])C#N,0.410857387
[H]C#CC(=O)N([H])[N][C]([H])[H],1.711856659
[H]C(=O)N1C([H])([H])C(=O)C1([H])[H],1.358857753
[H]OC([H])([H])C(C#N)=C([H])[H],1.726662154
[H]C([H])([H])C([H])([H])OC(=O)C([H])([H])C([H])([H])[H],-0.622072685
[H]C([H])=C([H])C([H])=C([H])C([H])([H])OC([H])([H])[H],-0.695920702
[H]C([H])=C([H])C1([H])OC([H])([H])C([H])([H])O1,0.141487099
[H]C1=C([H])C([H])([H])N([H])C1([H])[H],1.560391953
[H]OC1([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])N([H])[H],-0.771024943
[H]OC([H])([H])C([H])(C([H])=O)C([H])([H])[H],0.809035487
[H]C#CC(=C([H])[H])C([H])([H])N([H])[H],0.994283642
[H]C([H])([H])C1([H])N(C1([H])[H])C1([H])C([H])([H])C1([H])[H],-0.275758685
[H]OC1([H])C([H])([H])OC([H])([H])C1([H])C([H])([H])[H],-0.524311549
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])(N([H])[H])C([H])([H])[H],-1.463652944
[H]N([H])C12C([H])([H])OC([H])(C1([H])[H])C2([H])[H],-0.101906275
[H]C([H])=C1C([H])([H])C([H])([H])C2([H])OC12[H],-0.107738743
[H]C1=NN([H])C([H])([H])C1(C([H])([H])[H])C([H])([H])[H],-0.99270359
[H]OC1([H])C2([H])C([H])([H])C([H])([H])C([H])([H])C12[H],-0.770082775
[H]C1C([H])=C(SC=1N([H])[H])N([H])[H],1.360831819
[H]N([H])C1([H])C([H])([H])N(C([H])([H])[H])C1([H])[H],0.284606889
[H]OC1([H])C([H])([H])C1([H])N(C([H])([H])[H])C([H])([H])[H],-0.709021323
[H]OC([H])([H])C([H])(C#CC([H])([H])[H])N([H])[H],-0.122544239
[H][C](C#N)[N]N(C([H])([H])[H])C([H])([H])[H],0.78889104
[H]OC(=O)C1([H])N([H])C1([H])C([H])([H])[H],0.583049787
[H][N][C]1N2C([H])([H])C2([H])C([H])([H])C1([H])[H],0.092090582
[H]N=C1ON([H])C(=C1[H])C([H])([H])[H],1.005544791
[H]C(=O)N(C(=C([H])[H])C([H])([H])[H])N([H])[H],0.365094946
[H]C1=NOC([H])([H])C1=C([H])[H],1.827249794
[H]C1=NN(C([H])([H])[H])C([H])([H])C1=C([H])[H],0.135878956
[H]C([H])([H])C12C([H])([H])C([H])([H])C([H])(C1([H])[H])C2([H])[H],-1.658412508
[H]OC([H])([H])C(OC([H])([H])C([H])([H])[H])=C([H])[H],-0.467512285
[H]N1C([H])([H])C([H])([H])N([H])C([H])([H])C1([H])[H],0.183301407
[H]C([H])([H])OC(=O)N(C([H])([H])[H])C([H])([H])[H],-0.043805921
[H]ON=C(C([H])([H])O[H])C([H])([H])C([H])([H])[H],0.164861835
[H]C#CC(=C([H])C([H])([H])N([H])[H])C([H])([H])[H],-0.349651567
[H]N([H])C1([H])C(=NOC1([H])[H])C([H])([H])[H],0.424630984
[H]C#CC1C([H])=NN([H])C=1[H],0.357871659
[H]C([H])=C([H])C(=O)C([H])([H])OC([H])([H])[H],0.146108208
[H]C([H])=C1OC([H])=C(C([H])([H])[H])C1([H])[H],-0.191905742
[H]OC([H])(C#CC([H])([H])[H])C([H])=O,0.811233879
[H]C(=O)N1C([H])=C([H])C([H])([H])C1([H])[H],-0.638762517
[H]C([H])=C1OC2([H])C([H])([H])C1([H])C2([H])[H],-0.060854674
[H]C(=O)C(N([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],-0.813377634
[H]C1([H])C(=O)OC2([H])C([H])([H])C12[H],0.622441378
[H]C(=O)C#CC(=C([H])[H])C([H])([H])[H],0.550343101
[H]N1C2([H])C([H])([H])N3C([H])([H])C3([H])C12[H],0.234537395
[H]OC([H])([H])C1([H])C([H])([H])C1(N([H])[H])C([H])([H])[H],-0.775601187
[H]N([H])C([H])([H])C1([H])OC1([H])C([H])([H])N([H])[H],-0.177279707
[H]C1=C([H])C([H])([H])N(C1([H])[H])C([H])([H])C([H])([H])[H],-1.079203576
[H]N=C(C([H])=O)N(C([H])([H])[H])C([H])([H])[H],0.37124147
[H]C1=C([H])C2([H])C([H])([H])N([H])C2([H])C1([H])[H],-0.440862393
[H]O[N][C]([H])N([H])C([H])([H])C([H])=C([H])[H],0.493723297
[H]ON([H])[C]([H])C([H])=C([H])[N]C([H])([H])[H],0.523424018
[H]C([H])=C([H])C(C#N)=C([H])[H],1.45540753
[H]C#CC([H])([H])C([H])([H])N([H])C([H])([H])[H],0.380393958
[H]C1=NOC([H])([H])C2([H])C([H])([H])C12[H],0.536075987
[H]C1=C([H])C([H])([H])C2(OC2([H])[H])C1([H])[H],-0.138695688
[H]C([H])([H])C([H])([H])C([H])([H])C#CC#N,0.226596265
[H]OC1(C([H])([H])C([H])([H])[H])C([H])([H])C1([H])C([H])([H])[H],-1.364815045
[H]OC([H])(C(=O)N([H])[H])C([H])([H])C([H])([H])[H],-0.075705035
[H]OC([H])([H])C1=C([H])C([H])=NN1[H],-1.122588165
[H]C([H])=C([H])C1([H])C([H])([H])C1([H])N([H])[H],0.309282715
[H]C([H])=C([H])C#CC(=C([H])[H])C([H])([H])[H],-0.306401574
[H]C([H])=C([H])C(C(=O)N([H])[H])=C([H])[H],1.015594582
[H]OC([H])([H])C1([H])OC1([H])C([H])([H])[H],0.871801815
[H]C#CC([H])([H])C(=O)N([H])C([H])([H])[H],0.414177407
[H]N1C([H])([H])S(=O)(=O)C1([H])C([H])([H])[H],1.00518587
[H]OC(=O)C([H])([H])C(=C([H])[H])C([H])([H])[H],-0.002126208
[H]N1C([H])([H])C([H])(C([H])([H])[H])C2([H])C([H])([H])C12[H],-1.620052815
